Field name,Reservoir unit,Country,Region,Tectonic regime,Onshore/offshore,Hydrocarbon type,Productive area,Period,Depositional system,Depositional environment,Lithology,Porosity type,Gross,Netpay,Porosity,Permeability,Structural setting,Trapping mechanism,Depth
GORGON,MUNGAROO,AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,GAS,247000.0,TRIASSIC,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,701.2,79.3,16.0,700.0,RIFT,FAULT,3140.2
GOTURDEPE,RED SERIES,TURKMENISTAN,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,31739.5,NEOGENE,LACUSTRINE,LACUSTRINE RIVER-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,2286.6,243.9,23.0,100.0,THRUST,FOLD,1585.4
GRANT CANYON,GUILMETTE,USA,NORTH AMERICA,EXTENSION,ONSHORE,OIL,741.0000000000001,DEVONIAN,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,LIMESTONE,FRACTURE/BRECCIA,,,,,RIFT,FAULT,1079.3
GREATER BURGAN,WARA-BURGAN,KUWAIT,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,469300.00000000006,CRETACEOUS,COASTAL,SHOREFACE-SHELF,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,411.6,274.4,24.0,1000.0,FORELAND,FOLD,1082.3
GRIFFIN,BIRDRONG,AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,OIL,,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,35.1,12.2,15.0,30.0,RIFT,FAULT,2469.5
GRIFFIN,ZEEPAARD,AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,OIL,,CRETACEOUS,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,130.2,89.9,17.0,1300.0,RIFT,FAULT,2500.0
GRIMES,FORBES,USA,NORTH AMERICA,STRIKE-SLIP,ONSHORE,GAS,,CRETACEOUS,DEEP MARINE,SUBMARINE FAN CHANNEL,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,,,27.0,,WRENCH,EROSIONAL,1859.8
GRONINGEN,SLOCHTEREN (ROTLIEGEND),NETHERLANDS,EUROPE,GRAVITY,ONSHORE,GAS,549328.0,PERMIAN,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,152.4,,17.0,750.0,SUB-SALT,FOLD,2591.5
GROSMONT,GROSMONT,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,BITUMEN,42681600.0,DEVONIAN,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITE,INTERCRYSTALLINE,,39.6,20.0,60.0,FORELAND,EROSIONAL,198.2
GRYPHON,BALDER,UK,EUROPE,EXTENSION,OFFSHORE,OIL,4940.0,PALEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,122.0,,32.0,3000.0,RIFT,DEPOSITIONAL,1504.3
GUAFITA,GUAFITA (ARAUCA),VENEZUELA,LATIN AMERICA,STRIKE-SLIP,ONSHORE,OIL,30381.0,PALEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,137.2,,27.0,1700.0,WRENCH,FAULT,2175.9
GUANGLI,SHAHEJIE (SHA-4),CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,19414.2,PALEOGENE,LACUSTRINE,SUBLACUSTRINE FAN,SILTSTONE,PRIMARY INTERGRANULAR,91.5,12.5,24.0,681.0,RIFT,FOLD,2462.5
GUDAO,GUANTAO,CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,56563.00000000001,NEOGENE,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,240.9,26.8,33.0,1500.0,RIFT,FOLD,1123.8
GULLFAKS,BRENT,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,21355.62,JURASSIC,COASTAL,WAVE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,298.8,160.1,30.0,1000.0,RIFT,EROSIONAL,1536.6
GULLFAKS,COOK,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,9153.820000000003,JURASSIC,COASTAL,TIDE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,140.2,,25.0,500.0,RIFT,EROSIONAL,1597.6
GULLFAKS,STATFJORD,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,6103.370000000001,TRIASSIC-JURASSIC,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,192.1,120.1,26.0,1000.0,RIFT,EROSIONAL,1682.9
GUNTONG,BEKOK-TAPIS (GROUP I-J),MALAYSIA,FAR EAST,STRIKE-SLIP,OFFSHORE,OIL,30516.85,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,1201.2,,20.0,150.0,WRENCH,FOLD,1215.2
GYDA,GYDA,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,24576.5,JURASSIC,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,110.1,,17.0,30.0,SALT,FOLD,3614.6
HAFT KEL,ASMARI,IRAN,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,79040.0,PALEOGENE-NEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITIC LIMESTONE,MOLDIC,269.5,205.8,8.0,1.0,FORELAND,FOLD,854.0
HALFDAN,CHALK GROUP (TOR-EKOFISK),DENMARK,EUROPE,INVERSION,OFFSHORE,OIL,29640.0,CRETACEOUS-PALEOGENE,FORESLOPE,PELAGIC,CHALK,INTERPARTICLE MICROPOROSITY,51.8,,28.0,1.8,INVERSION,DEPOSITIONAL,2030.5
HALIBUT-COBIA,LATROBE (M1 UNIT),AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,OIL,19540.17,PALEOGENE,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,154.0,36.6,20.0,1600.0,INVERSION,EROSIONAL,2187.5
HANDIL,BALIKPAPAN,INDONESIA,FAR EAST,INVERSION,OFFSHORE,OIL,21365.5,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,3811.0,396.3,18.0,200.0,INVERSION,FOLD,207.3
HAPY,KAFR EL SHEIKH (A20/A22),EGYPT,AFRICA,STRIKE-SLIP,OFFSHORE,GAS,22847.5,NEOGENE,DEEP MARINE,SLOPE APRON,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,,,30.0,400.0,DELTA,FAULT,1317.4
HARDING,SELE-BALDER-FRIGG,UK,EUROPE,EXTENSION,OFFSHORE,OIL,4075.5,PALEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,,,35.0,10000.0,RIFT,DEPOSITIONAL,1384.1
HARMATTAN EAST,TURNER VALLEY (RUNDLE POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,133419.52,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,DOLOMITE,INTERCRYSTALLINE,36.6,11.6,11.0,20.0,FORELAND,EROSIONAL,2515.2
HARMATTAN-ELKTON,TURNER VALLEY (RUNDLE C POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,42827.33,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,DOLOMITE,INTERCRYSTALLINE,42.7,21.3,12.0,125.0,FORELAND,EROSIONAL,2667.7
HARRIET,FLAG,AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,OIL,4322.5,CRETACEOUS,DEEP MARINE,SUBMARINE FAN LOBE,SANDSTONE,PRIMARY INTERGRANULAR,265.2,,22.0,1000.0,RIFT,FAULT,1867.4
HARTZOG DRAW,SHANNON,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,69160.0,CRETACEOUS,COASTAL,SHOREFACE-SHELF,LOW-RESISTIVITY SANDSTONE,SECONDARY INTRAGRANULAR,21.3,6.1,12.0,12.0,FORELAND,DEPOSITIONAL,2743.9
HASSI MESSAOUD,ZONE RA,ALGERIA,AFRICA,EXTENSION,ONSHORE,OIL,792870.0000000001,CAMBRIAN,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,,30.5,8.0,15.0,INTRACRATONIC,EROSIONAL,3250.0
HASSI RMEL,HASSI RMEL,ALGERIA,AFRICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,1729000.0,TRIASSIC,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,122.0,,16.0,300.0,INTRACRATONIC,FOLD,2100.6
HATTERS POND,NORPHLET,USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS-CONDENSATE,22230.0,JURASSIC,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,106.7,61.0,10.4,0.5,SALT,FOLD,5503.0
HATTERS POND,SMACKOVER,USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS-CONDENSATE,22230.0,JURASSIC,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,DOLOMITE,MOLDIC/VUGGY,,15.9,13.6,12.0,SALT,FOLD,5411.6
HAVEN,VLIELAND (SANDSTONE MEMBER),NETHERLANDS,EUROPE,INVERSION,OFFSHORE,OIL,518.7,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,50.0,,25.4,4000.0,INVERSION,FOLD,1553.0
HAWK POINT,UPPER MINNELUSA (B SAND),USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,988.0,PERMIAN,DESERT,MIXED AEOLIAN,SANDSTONE,PRIMARY INTERGRANULAR,42.7,9.1,13.0,30.0,FORELAND,DEPOSITIONAL,3442.1
HAWKINS,WOODBINE,USA,NORTH AMERICA,GRAVITY,ONSHORE,OIL,23218.0,CRETACEOUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,160.1,91.5,27.0,3400.0,SALT,FOLD,1149.4
HAWTAH,UNAYZAH A,SAUDI ARABIA,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,91390.0,PERMIAN,FLUVIAL,ALLUVIAL FAN,SANDSTONE,SECONDARY INTRAGRANULAR,,,20.0,870.0,FORELAND,FOLD,1890.2
HEATHER,BRENT,UK,EUROPE,EXTENSION,OFFSHORE,OIL,25935.0,JURASSIC,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,64.0,34.5,10.0,20.0,RIFT,EROSIONAL,2738.1
HEERA,BASSEIN (ZONE B),INDIA,FAR EAST,EXTENSION,OFFSHORE,OIL,111150.0,PALEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,LIMESTONE,VUGGY/MOLDIC,70.1,25.0,12.0,0.8,PASSIVE MARGIN,FAULT,1384.8
HEIDRUN,ARE,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,22575.8,TRIASSIC-JURASSIC,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,205.2,103.0,27.0,,RIFT,FAULT,1895.4
HEIDRUN,FANGST,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,22575.8,JURASSIC,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,70.1,63.1,28.0,1450.0,RIFT,EROSIONAL,1735.4
HEIDRUN,TILJE,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,22575.8,JURASSIC,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,120.1,89.9,25.0,,RIFT,FAULT,1755.5
HEIMDAL,HEIMDAL,NORWAY,EUROPE,EXTENSION,OFFSHORE,GAS-CONDENSATE,20130.5,PALEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SANDSTONE,PRIMARY INTERGRANULAR,396.3,,25.0,1000.0,RIFT,FOLD,1890.2
HELDER,VLIELAND (SANDSTONE MEMBER),NETHERLANDS,EUROPE,INVERSION,OFFSHORE,OIL,2815.8,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,125.0,,21.0,2000.0,INVERSION,FOLD,1331.7
HELM,VLIELAND (SANDSTONE MEMBER),NETHERLANDS,EUROPE,INVERSION,OFFSHORE,OIL,1580.8,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,79.9,,21.5,2000.0,INVERSION,FOLD,1193.9
HENRY,DAKOTA SANDSTONE,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,32470.62,CRETACEOUS,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,106.7,5.8,14.0,43.4,FORELAND,DIAGENETIC,4166.2
HIBERNIA,AVALON,CANADA,NORTH AMERICA,EXTENSION,OFFSHORE,OIL,10991.5,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,359.8,35.1,20.0,220.0,RIFT,FOLD,2020.4
HIBERNIA,HIBERNIA,CANADA,NORTH AMERICA,EXTENSION,OFFSHORE,OIL,40903.2,CRETACEOUS,FLUVIAL,MEANDERING RIVER,SANDSTONE,SECONDARY INTRAGRANULAR,198.2,39.0,16.0,700.0,RIFT,FOLD,3320.1
HIDES,IMBURU-TORO,PAPUA NEW GUINEA,FAR EAST,COMPRESSION,ONSHORE,GAS-CONDENSATE,61033.7,JURASSIC-CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,149.4,73.2,10.0,100.0,THRUST,FOLD,3019.8
HILIGHT,MUDDY,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,191276.8,CRETACEOUS,COASTAL,BARRIER-ISLAND,SANDSTONE,PRIMARY INTERGRANULAR,,3.0,15.0,110.0,FORELAND,EROSIONAL,2517.4
HOADLEY,GLAUCONITE,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,2445300.0,CRETACEOUS,COASTAL,BARRIER-ISLAND,SANDSTONE,PRIMARY INTERGRANULAR,24.4,10.7,11.0,5.0,FORELAND,FLUIDIC,1493.9
HOD,HOD-TOR-EKOFISK,NORWAY,EUROPE,GRAVITY,OFFSHORE,OIL,7410.000000000001,CRETACEOUS-PALEOGENE,FORESLOPE,DEBRIS-FLOW,CHALK,INTERPARTICLE MICROPOROSITY,,,33.0,1.4,SALT,FOLD,2503.7
HOORN,VLIELAND (SANDSTONE MEMBER),NETHERLANDS,EUROPE,INVERSION,OFFSHORE,OIL,741.0000000000001,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,50.0,,25.5,2000.0,INVERSION,FOLD,1418.9
HOOVER,P1:10 SAND,USA,NORTH AMERICA,GRAVITY,OFFSHORE,OIL,10621.0,NEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,,,,1200.0,DELTA,FOLD,2408.5
HORSE CREEK,RED RIVER,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,10621.0,ORDOVICIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,INTERCRYSTALLINE,,,16.0,20.0,INTRACRATONIC,DEPOSITIONAL,2705.8
HOUSE CREEK,SUSSEX,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,105913.6,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,12.2,4.6,13.0,20.0,FORELAND,DEPOSITIONAL,2397.3
HUANXILING,SHAHEJIE,CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,98800.0,PALEOGENE,LACUSTRINE,LACUSTRINE FAN-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,160.1,38.7,25.0,1400.0,RIFT,FOLD,704.3
HUGOTON-PANHANDLE,CHASE (HUGOTON),USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,9880000.0,PERMIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY/MOLDIC,73.2,13.7,14.0,5.0,FORELAND,DEPOSITIONAL,518.3
HUGOTON-PANHANDLE,CHASE (PANHANDLE),USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,5434000.0,PERMIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY/MOLDIC,,,16.0,,FORELAND,FOLD,533.5
HUNTINGTON BEACH,BOLSA ZONE,USA,NORTH AMERICA,STRIKE-SLIP,ONSHORE-OFFSHORE,OIL,25292.8,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,201.2,46.3,34.0,2300.0,WRENCH,FOLD,526.2
HUNTINGTON BEACH,JONES ZONE,USA,NORTH AMERICA,STRIKE-SLIP,ONSHORE-OFFSHORE,OIL,25292.8,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,213.4,114.3,28.0,400.0,WRENCH,FOLD,709.1
HUNTINGTON BEACH,MAIN ZONE,USA,NORTH AMERICA,STRIKE-SLIP,ONSHORE-OFFSHORE,OIL,25292.8,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,243.9,,30.0,725.0,WRENCH,FOLD,1059.8
HUTTON NORTHWEST,BRENT,UK,EUROPE,EXTENSION,OFFSHORE,OIL,33196.8,JURASSIC,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,SECONDARY INTRAGRANULAR,125.0,54.9,18.0,100.0,RIFT,EROSIONAL,3208.8
IAGIFU-HEDINIA,TORO,PAPUA NEW GUINEA,FAR EAST,COMPRESSION,ONSHORE,OIL,20547.93,CRETACEOUS,COASTAL,WAVE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,100.0,91.5,13.0,600.0,THRUST,FOLD,1550.0
IBHUBESI,ALBIAN 14 SEQUENCE,SOUTH AFRICA,AFRICA,GRAVITY,OFFSHORE,GAS,,CRETACEOUS,COASTAL,COASTAL PLAIN,SANDSTONE,PRIMARY INTERGRANULAR,145.1,35.1,25.0,,PASSIVE MARGIN,DEPOSITIONAL,3231.7
IDD EL SHARGI NORTH DOME,SHUAIBA,QATAR,MIDDLE EAST,GRAVITY,OFFSHORE,OIL,24082.5,CRETACEOUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,CHALKY LIMESTONE,CHALKY MICROPOROSITY,100.0,78.0,25.0,3.0,SALT,FOLD,1335.7
INDEFATIGABLE,LEMAN SANDSTONE,UK,EUROPE,INVERSION,OFFSHORE,GAS,94848.0,PERMIAN,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,61.0,60.1,15.0,30.0,SUB-SALT,FAULT,2256.1
INGLEWOOD,VICKERS,USA,NORTH AMERICA,STRIKE-SLIP,ONSHORE,OIL,617.5,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,365.9,,32.0,461.0,WRENCH,FOLD,338.4
INTISAR A,UPPER SABIL,LIBYA,AFRICA,EXTENSION,ONSHORE,OIL,6175.000000000001,PALEOGENE,ORGANIC BUILDUP,REEF MOUND,LIMESTONE,VUGGY/MOLDIC,,195.1,20.0,26.0,RIFT,DEPOSITIONAL,2758.5
INTISAR D,UPPER SABIL,LIBYA,AFRICA,EXTENSION,ONSHORE,OIL,8212.75,PALEOGENE,ORGANIC BUILDUP,REEF MOUND,LIMESTONE,VUGGY/MOLDIC,,233.5,22.0,87.0,RIFT,DEPOSITIONAL,2581.7
ISHIMBAY,UNNAMED,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,12844.0,PERMIAN,ORGANIC BUILDUP,SHELF-,LIMESTONE,INTERCRYSTALLINE,,,9.0,44.0,FORELAND,DEPOSITIONAL,250.0
IVANHOE,PIPER,UK,EUROPE,EXTENSION,OFFSHORE,OIL,1506.7,JURASSIC,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,18.3,,23.0,928.0,RIFT,FAULT,2189.0
IVANHOE,SGIATH,UK,EUROPE,EXTENSION,OFFSHORE,OIL,1506.7,JURASSIC,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,50.3,,23.5,1759.0,RIFT,FAULT,2231.7
JABIRU,PLOVER-FLAMINGO (C TOROSA-W SPECTABILIS),AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,OIL,2717.0,JURASSIC,COASTAL,BARRIER-ISLAND,SANDSTONE,PRIMARY INTERGRANULAR,,,20.0,,INVERSION,FOLD,1510.4
JACKSON,HUTTON,AUSTRALIA,FAR EAST,COMPRESSION,ONSHORE,OIL,6175.000000000001,JURASSIC,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,61.0,,20.5,350.0,INTRACRATONIC,FOLD,1378.0
JAMBUR,EUPHRATES,IRAQ,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,,NEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITE,MOLDIC/VUGGY,48.2,31.4,,25.0,FORELAND,FOLD,1577.7
JAMBUR,JERIBE,IRAQ,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,,NEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITE,MOLDIC/VUGGY,41.5,12.5,,2.0,FORELAND,FOLD,1349.1
JAMESON,COOK,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,71630.0,PERMIAN,DEEP MARINE,SUBMARINE FAN CHANNEL,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,45.7,10.7,12.0,35.0,FORELAND,EROSIONAL,1737.8
JAMESON,STRAWN,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,,CARBONIFEROUS,ORGANIC BUILDUP,SHELF-,LIMESTONE,MOLDIC/INTERPARTICLE,,30.5,9.0,22.0,FORELAND,DEPOSITIONAL,1737.8
JARN YAPHOUR,THAMAMA ZONE B,UAE,MIDDLE EAST,GRAVITY,ONSHORE,OIL,54340.00000000001,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,48.5,37.8,,,SALT,FOLD,3155.5
JATIBARANG,JATIBARANG,INDONESIA,FAR EAST,INVERSION,ONSHORE,OIL,24453.0,PALEOGENE,VOLCANICS,NOT APPLICABLE,VOLCANICS,MICROPOROSITY,1128.0,131.1,2.0,,BACKARC,FAULT,1850.6
JAY,SMACKOVER,USA,NORTH AMERICA,GRAVITY,ONSHORE,OIL,35568.0,JURASSIC,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,DOLOMITE,INTERCRYSTALLINE,106.7,30.5,14.0,35.0,SUB-SALT,DEPOSITIONAL,4663.1
JERNEH,BEKOK (GROUP D-E),MALAYSIA,FAR EAST,INVERSION,OFFSHORE,GAS,37791.0,NEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,,25.0,20.0,INVERSION,FOLD,1195.1
JINGBIAN,MAJIAGOU-5,CHINA,FAR EAST,COMPRESSION,ONSHORE,GAS,2520635.0,ORDOVICIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY,45.7,14.3,5.6,3.0,FORELAND,EROSIONAL,2987.8
JOFFRE,VIKING,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,50111.36,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,35.1,3.0,13.2,190.0,FORELAND,DEPOSITIONAL,1500.3
JOLLIET,GG-KS SANDS,USA,NORTH AMERICA,GRAVITY,OFFSHORE,OIL,2470.0,NEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,1128.0,84.5,27.0,288.0,SUB-THRUST,FOLD,1292.7
JONAH,LANCE,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,59280.00000000001,CRETACEOUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,1067.1,128.0,10.0,0.1,FORELAND,FAULT,2317.1
JOTUN,HEIMDAL,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,16055.0,PALEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SANDSTONE,PRIMARY INTERGRANULAR,61.0,,28.0,1200.0,RIFT,DEPOSITIONAL,1998.5
JUBAISSAH,JERIBE,SYRIA,MIDDLE EAST,INVERSION,ONSHORE,OIL,18525.0,NEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITE,MOLDIC/VUGGY,54.9,21.0,26.0,,INVERSION,FOLD,524.4
JUDY CREEK,SWAN HILLS (JUDY CREEK A POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,79040.0,DEVONIAN,ORGANIC BUILDUP,REEF-RIMMED SKELETAL BANK,LIMESTONE,INTERPARTICLE/INTRASKELETAL,70.1,18.3,9.0,45.0,FORELAND,DEPOSITIONAL,2603.7
JULY,LOWER RUDEIS,EGYPT,AFRICA,EXTENSION,OFFSHORE,OIL,,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SANDSTONE,PRIMARY INTERGRANULAR,274.4,157.9,18.0,160.0,SUB-SALT,FAULT,2382.6
JULY,NUBIA C,EGYPT,AFRICA,EXTENSION,OFFSHORE,OIL,,CAMBRIAN-ORDOVICIAN/CARBONIFEROUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,457.3,207.0,20.0,50.0,RIFT,FAULT,2850.6
JUMPING POUND,TURNER VALLEY,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,17512.3,CARBONIFEROUS,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,DOLOMITE,INTERCRYSTALLINE,76.2,42.7,8.3,4.0,SUB-THRUST,FOLD,2469.5
JUMPING POUND WEST,TURNER VALLEY,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,54340.00000000001,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,DOLOMITE,INTERCRYSTALLINE,243.9,36.0,6.3,3.2,SUB-THRUST,FOLD,3009.1
KADI NORTH,KALOL,INDIA,FAR EAST,INVERSION,ONSHORE,OIL,21612.5,PALEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,150.0,6.4,30.0,4000.0,RIFT,FOLD,956.1
KALAMKAS,UNITS J-I TO J-5C,KAZAKHSTAN,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,79040.0,JURASSIC,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,,,28.0,650.0,WRENCH,FOLD,649.4
KALOL,KALOL (PAYZONE XII),INDIA,FAR EAST,INVERSION,ONSHORE,OIL,10621.0,PALEOGENE,COASTAL,BARRIER-ISLAND,SANDSTONE,PRIMARY INTERGRANULAR,,7.0,24.0,250.0,RIFT,FOLD,1246.0
